Manufacturer Name,NDC Number,Effective Date,History Effective Date,WAC Increase Amount,WAC Amount
AbbVie,00032301613,01/14/2022,01/01/2021,$62.33,"$1,067.62"
AbbVie,00032301613,01/14/2022,01/14/2022,$66.20,"$1,133.82"
AbbVie,00032301628,01/14/2022,12/22/2017,$142.20,"$2,203.19"
AbbVie,00032301628,01/14/2022,01/01/2019,$136.60,"$2,339.79"
AbbVie,00032301628,01/14/2022,01/01/2020,$173.15,"$2,512.94"
AbbVie,00032301628,01/14/2022,01/01/2021,$155.80,"$2,668.74"
AbbVie,00032301628,01/14/2022,01/14/2022,$165.46,"$2,834.20"
AbbVie,00074003828,01/14/2022,01/01/2020,$62.52,$907.39
AbbVie,00074003828,01/14/2022,01/01/2021,$67.15,$974.54
AbbVie,00074003828,01/14/2022,01/14/2022,$72.12,"$1,046.66"
AbbVie,00074003956,01/14/2022,01/01/2020,$62.52,$907.39
AbbVie,00074003956,01/14/2022,01/01/2021,$67.15,$974.54
AbbVie,00074003956,01/14/2022,01/14/2022,$72.12,"$1,046.66"
AbbVie,00074006702,01/14/2022,01/01/2019,$453.10,"$7,761.16"
AbbVie,00074006702,01/14/2022,01/01/2020,$574.32,"$8,335.48"
AbbVie,00074006702,01/14/2022,01/01/2021,$616.83,"$8,952.31"
AbbVie,00074006702,01/14/2022,01/14/2022,$662.47,"$9,614.78"
AbbVie,00074012403,01/14/2022,01/01/2019,$906.20,"$15,522.32"
AbbVie,00074012403,01/14/2022,01/01/2020,"$1,148.65","$16,670.97"
AbbVie,00074012403,01/14/2022,01/01/2021,"$1,233.65","$17,904.62"
AbbVie,00074012403,01/14/2022,01/14/2022,"$1,324.95","$19,229.57"
AbbVie,00074024302,01/14/2022,01/01/2019,$302.06,"$5,174.09"
AbbVie,00074024302,01/14/2022,01/01/2020,$382.88,"$5,556.97"
AbbVie,00074024302,01/14/2022,01/01/2021,$411.21,"$5,968.18"
AbbVie,00074024302,01/14/2022,01/14/2022,$441.65,"$6,409.83"
AbbVie,00074055402,01/14/2022,01/01/2019,$302.06,"$5,174.09"
AbbVie,00074055402,01/14/2022,01/01/2020,$382.88,"$5,556.97"
AbbVie,00074055402,01/14/2022,01/01/2021,$411.21,"$5,968.18"
AbbVie,00074055402,01/14/2022,01/14/2022,$441.65,"$6,409.83"
AbbVie,00074061602,01/14/2022,01/01/2019,$302.06,"$5,174.09"
AbbVie,00074061602,01/14/2022,01/01/2020,$382.88,"$5,556.97"
AbbVie,00074061602,01/14/2022,01/01/2021,$411.21,"$5,968.18"
AbbVie,00074061602,01/14/2022,01/14/2022,$441.65,"$6,409.83"
AbbVie,00074081702,01/14/2022,01/01/2019,$302.06,"$5,174.09"
AbbVie,00074081702,01/14/2022,01/01/2020,$382.88,"$5,556.97"
AbbVie,00074081702,01/14/2022,01/01/2021,$411.21,"$5,968.18"
AbbVie,00074081702,01/14/2022,01/14/2022,$441.65,"$6,409.83"
AbbVie,00074153903,01/14/2022,01/01/2019,$604.14,"$10,348.20"
AbbVie,00074153903,01/14/2022,01/01/2020,$765.76,"$11,113.96"
AbbVie,00074153903,01/14/2022,01/01/2021,$822.44,"$11,936.40"
AbbVie,00074153903,01/14/2022,01/14/2022,$883.29,"$12,819.69"
AbbVie,00074204202,01/14/2022,01/01/2020,"$1,091.50","$15,841.50"
AbbVie,00074204202,01/14/2022,01/01/2021,"$1,172.27","$17,013.77"
AbbVie,00074204202,01/14/2022,01/14/2022,"$1,259.02","$18,272.79"
AbbVie,00074210803,01/14/2022,04/03/2017,$86.91,"$1,346.45"
AbbVie,00074210803,01/14/2022,01/01/2018,$126.57,"$1,473.02"
AbbVie,00074210803,01/14/2022,01/01/2019,$91.33,"$1,564.35"
AbbVie,00074210803,01/14/2022,01/01/2020,$115.76,"$1,680.11"
AbbVie,00074210803,01/14/2022,01/01/2021,$104.17,"$1,784.28"
AbbVie,00074210803,01/14/2022,01/14/2022,$87.43,"$1,871.71"
AbbVie,00074228203,01/14/2022,04/03/2017,$157.78,"$2,444.48"
AbbVie,00074228203,01/14/2022,01/01/2018,$229.78,"$2,674.26"
AbbVie,00074228203,01/14/2022,01/01/2019,$165.80,"$2,840.06"
AbbVie,00074228203,01/14/2022,01/01/2020,$210.16,"$3,050.22"
AbbVie,00074228203,01/14/2022,01/01/2021,$189.11,"$3,239.33"
AbbVie,00074228203,01/14/2022,01/14/2022,$158.73,"$3,398.06"
AbbVie,00074244003,01/14/2022,04/03/2017,$173.78,"$2,692.34"
AbbVie,00074244003,01/14/2022,01/01/2018,$253.08,"$2,945.42"
AbbVie,00074244003,01/14/2022,01/01/2019,$182.62,"$3,128.04"
AbbVie,00074244003,01/14/2022,01/01/2020,$231.47,"$3,359.51"
AbbVie,00074244003,01/14/2022,01/01/2021,$208.29,"$3,567.80"
AbbVie,00074244003,01/14/2022,01/14/2022,$174.82,"$3,742.62"
AbbVie,00074254003,01/14/2022,01/01/2019,$906.20,"$15,522.32"
AbbVie,00074254003,01/14/2022,01/01/2020,"$1,148.65","$16,670.97"
AbbVie,00074254003,01/14/2022,01/01/2021,"$1,233.65","$17,904.62"
AbbVie,00074254003,01/14/2022,01/14/2022,"$1,324.95","$19,229.57"
AbbVie,00074334603,01/14/2022,04/03/2017,$258.27,"$4,001.26"
AbbVie,00074334603,01/14/2022,01/01/2018,$376.12,"$4,377.38"
AbbVie,00074334603,01/14/2022,01/01/2019,$271.40,"$4,648.78"
AbbVie,00074334603,01/14/2022,01/01/2020,$344.01,"$4,992.79"
AbbVie,00074334603,01/14/2022,01/01/2021,$309.55,"$5,302.34"
AbbVie,00074334603,01/14/2022,01/14/2022,$259.81,"$5,562.15"
AbbVie,00074347303,01/14/2022,04/03/2017,$516.54,"$8,002.65"
AbbVie,00074347303,01/14/2022,01/01/2018,$752.25,"$8,754.90"
AbbVie,00074347303,01/14/2022,01/01/2019,$542.80,"$9,297.70"
AbbVie,00074347303,01/14/2022,01/01/2020,$688.03,"$9,985.73"
AbbVie,00074347303,01/14/2022,01/01/2021,$619.12,"$10,604.85"
AbbVie,00074347303,01/14/2022,01/14/2022,$519.64,"$11,124.49"
AbbVie,00074364103,01/14/2022,04/03/2017,$72.24,"$1,119.24"
AbbVie,00074364103,01/14/2022,01/01/2018,$105.21,"$1,224.45"
AbbVie,00074364103,01/14/2022,01/01/2019,$75.92,"$1,300.37"
AbbVie,00074364103,01/14/2022,01/01/2020,$96.23,"$1,396.60"
AbbVie,00074364103,01/14/2022,01/01/2021,$86.59,"$1,483.19"
AbbVie,00074364103,01/14/2022,01/14/2022,$72.68,"$1,555.87"
AbbVie,00074364203,01/14/2022,04/03/2017,$86.09,"$1,333.76"
AbbVie,00074364203,01/14/2022,01/01/2018,$125.37,"$1,459.13"
AbbVie,00074364203,01/14/2022,01/01/2019,$90.47,"$1,549.60"
AbbVie,00074364203,01/14/2022,01/01/2020,$114.67,"$1,664.27"
AbbVie,00074364203,01/14/2022,01/01/2021,$103.18,"$1,767.45"
AbbVie,00074364203,01/14/2022,01/14/2022,$86.61,"$1,854.06"
AbbVie,00074366303,01/14/2022,04/03/2017,$216.73,"$3,357.77"
AbbVie,00074366303,01/14/2022,01/01/2018,$315.63,"$3,673.40"
AbbVie,00074366303,01/14/2022,01/01/2019,$227.75,"$3,901.15"
AbbVie,00074366303,01/14/2022,01/01/2020,$288.69,"$4,189.84"
AbbVie,00074366303,01/14/2022,01/01/2021,$259.77,"$4,449.61"
AbbVie,00074366303,01/14/2022,01/14/2022,$218.03,"$4,667.64"
AbbVie,00074368303,01/14/2022,04/03/2017,$344.36,"$5,335.03"
AbbVie,00074368303,01/14/2022,01/01/2018,$501.49,"$5,836.52"
AbbVie,00074368303,01/14/2022,01/01/2019,$361.86,"$6,198.38"
AbbVie,00074368303,01/14/2022,01/01/2020,$458.68,"$6,657.06"
AbbVie,00074368303,01/14/2022,01/01/2021,$412.74,"$7,069.80"
AbbVie,00074368303,01/14/2022,01/14/2022,$346.42,"$7,416.22"
AbbVie,00074377903,01/14/2022,04/03/2017,$473.35,"$7,333.45"
AbbVie,00074377903,01/14/2022,01/01/2018,$689.34,"$8,022.79"
AbbVie,00074377903,01/14/2022,01/01/2019,$497.41,"$8,520.20"
AbbVie,00074377903,01/14/2022,01/01/2020,$630.49,"$9,150.69"
AbbVie,00074377903,01/14/2022,01/01/2021,$567.34,"$9,718.03"
AbbVie,00074377903,01/14/2022,01/14/2022,$476.18,"$10,194.21"
AbbVie,00074379902,01/14/2022,01/18/2017,$344.16,"$4,441.23"
AbbVie,00074379902,01/14/2022,01/01/2018,$430.80,"$4,872.03"
AbbVie,00074379902,01/14/2022,01/01/2019,$302.06,"$5,174.09"
AbbVie,00074379902,01/14/2022,01/01/2020,$382.88,"$5,556.97"
AbbVie,00074379902,01/14/2022,01/01/2021,$411.21,"$5,968.18"
AbbVie,00074379902,01/14/2022,01/14/2022,$441.65,"$6,409.83"
AbbVie,00074433902,01/14/2022,01/18/2017,$344.16,"$4,441.23"
AbbVie,00074433902,01/14/2022,01/01/2018,$430.80,"$4,872.03"
AbbVie,00074433902,01/14/2022,01/01/2019,$302.06,"$5,174.09"
AbbVie,00074433902,01/14/2022,01/01/2020,$382.88,"$5,556.97"
AbbVie,00074433902,01/14/2022,01/01/2021,$411.21,"$5,968.18"
AbbVie,00074433902,01/14/2022,01/14/2022,$441.65,"$6,409.83"
AbbVie,00074433906,01/14/2022,01/18/2017,"$1,032.47","$13,323.72"
AbbVie,00074433906,01/14/2022,01/01/2018,"$1,292.40","$14,616.12"
AbbVie,00074433906,01/14/2022,01/01/2019,$906.20,"$15,522.32"
AbbVie,00074433906,01/14/2022,01/01/2020,"$1,148.65","$16,670.97"
AbbVie,00074433906,01/14/2022,01/01/2021,"$1,233.65","$17,904.62"
AbbVie,00074433906,01/14/2022,01/14/2022,"$1,324.95","$19,229.57"
AbbVie,00074433907,01/14/2022,01/18/2017,$688.31,"$8,882.46"
AbbVie,00074433907,01/14/2022,01/01/2018,$861.60,"$9,744.06"
AbbVie,00074433907,01/14/2022,01/01/2019,$604.14,"$10,348.20"
AbbVie,00074433907,01/14/2022,01/01/2020,$765.76,"$11,113.96"
AbbVie,00074433907,01/14/2022,01/01/2021,$822.44,"$11,936.40"
AbbVie,00074433907,01/14/2022,01/14/2022,$883.29,"$12,819.69"
AbbVie,00074969403,01/14/2022,04/03/2017,$521.34,"$8,077.04"
AbbVie,00074969403,01/14/2022,01/01/2018,$759.24,"$8,836.28"
AbbVie,00074969403,01/14/2022,01/01/2019,$547.85,"$9,384.13"
AbbVie,00074969403,01/14/2022,01/01/2020,$694.43,"$10,078.56"
AbbVie,00074969403,01/14/2022,01/01/2021,$624.87,"$10,703.43"
AbbVie,00074969403,01/14/2022,01/14/2022,$524.47,"$11,227.90"
ACADIA Pharmaceuticals Inc.,63090010030,02/05/2022,12/27/2018,$261.00,"$3,039.00"
ACADIA Pharmaceuticals Inc.,63090010030,02/05/2022,07/02/2019,$147.00,"$3,186.00"
ACADIA Pharmaceuticals Inc.,63090010030,02/05/2022,12/30/2019,$155.00,"$3,341.00"
ACADIA Pharmaceuticals Inc.,63090010030,02/05/2022,06/29/2020,$297.00,"$3,638.00"
ACADIA Pharmaceuticals Inc.,63090010030,02/05/2022,07/10/2021,$342.00,"$3,980.00"
ACADIA Pharmaceuticals Inc.,63090010030,02/05/2022,02/05/2022,$193.00,"$4,173.00"
ACADIA Pharmaceuticals Inc.,63090034030,02/05/2022,12/27/2018,$261.00,"$3,039.00"
ACADIA Pharmaceuticals Inc.,63090034030,02/05/2022,07/02/2019,$147.00,"$3,186.00"
ACADIA Pharmaceuticals Inc.,63090034030,02/05/2022,12/30/2019,$155.00,"$3,341.00"
ACADIA Pharmaceuticals Inc.,63090034030,02/05/2022,06/29/2020,$297.00,"$3,638.00"
ACADIA Pharmaceuticals Inc.,63090034030,02/05/2022,07/10/2021,$342.00,"$3,980.00"
ACADIA Pharmaceuticals Inc.,63090034030,02/05/2022,02/05/2022,$193.00,"$4,173.00"
"Acella Pharamceuticals, LLC",42192060840,01/17/2022,10/05/2020,$5.01,$85.00
"Acella Pharamceuticals, LLC",42192060840,01/17/2022,07/01/2021,$40.00,$125.00
"Acella Pharamceuticals, LLC",42192060840,01/17/2022,01/17/2022,$12.38,$137.38
"Acella Pharamceuticals, LLC",42192071401,01/17/2022,07/01/2018,$10.37,$269.97
"Acella Pharamceuticals, LLC",42192071401,01/17/2022,01/03/2020,$16.03,$316.00
"Acella Pharamceuticals, LLC",42192071401,01/17/2022,01/17/2022,$46.91,$362.91
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,01/01/2017,"$1,805.00","$32,394.00"
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,07/01/2017,"$1,252.00","$33,646.00"
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,01/01/2018,"$3,346.00","$36,992.00"
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,01/01/2019,"$3,678.85","$40,670.85"
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,01/01/2020,"$4,042.68","$44,713.53"
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,02/01/2021,"$1,788.59","$46,502.12"
"Aegerion Pharmaceuticals, Inc.",76431010501,01/01/2022,01/01/2022,"$1,395.06","$47,897.18"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,01/01/2017,"$1,805.00","$32,394.00"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,07/01/2017,"$1,252.00","$33,646.00"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,01/01/2018,"$3,346.00","$36,992.00"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,01/01/2019,"$3,678.85","$40,670.85"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,01/01/2020,"$4,042.68","$44,713.53"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,02/01/2021,"$1,788.59","$46,502.12"
"Aegerion Pharmaceuticals, Inc.",76431011001,01/01/2022,01/01/2022,"$1,395.06","$47,897.18"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,01/01/2017,"$1,805.00","$32,394.00"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,07/01/2017,"$1,252.00","$33,646.00"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,01/01/2018,"$3,346.00","$36,992.00"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,01/01/2019,"$3,678.85","$40,670.85"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,01/01/2020,"$4,042.68","$44,713.53"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,02/01/2021,"$1,788.59","$46,502.12"
"Aegerion Pharmaceuticals, Inc.",76431012001,01/01/2022,01/01/2022,"$1,395.06","$47,897.18"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,01/01/2017,"$1,805.00","$32,394.00"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,07/01/2017,"$1,252.00","$33,646.00"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,01/01/2018,"$3,346.00","$36,992.00"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,01/01/2019,"$3,678.85","$40,670.85"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,01/01/2020,"$4,042.68","$44,713.53"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,02/01/2021,"$1,788.59","$46,502.12"
"Aegerion Pharmaceuticals, Inc.",76431013001,01/01/2022,01/01/2022,"$1,395.06","$47,897.18"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,01/01/2017,$147.00,"$3,640.00"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,03/01/2017,$192.60,"$3,832.60"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,01/01/2018,$381.16,"$4,213.76"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,01/01/2019,$419.06,"$4,632.82"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,01/01/2020,$460.50,"$5,093.32"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,02/01/2021,$203.73,"$5,297.05"
"Aegerion Pharmaceuticals, Inc.",76431021001,01/01/2022,01/01/2022,$238.37,"$5,535.42"
"Akebia Therapeutics, Inc.",59922063101,01/19/2022,07/15/2017,$61.12,"$1,070.00"
"Akebia Therapeutics, Inc.",59922063101,01/19/2022,12/10/2018,$70.00,"$1,140.00"
"Akebia Therapeutics, Inc.",59922063101,01/19/2022,01/15/2020,$74.00,"$1,214.00"
"Akebia Therapeutics, Inc.",59922063101,01/19/2022,01/18/2021,$66.00,"$1,280.00"
"Akebia Therapeutics, Inc.",59922063101,01/19/2022,01/19/2022,$84.00,"$1,364.00"
"Akebia Therapeutics, Inc.",59922063101,04/15/2022,07/15/2017,$61.12,"$1,070.00"
"Akebia Therapeutics, Inc.",59922063101,04/15/2022,12/10/2018,$70.00,"$1,140.00"
"Akebia Therapeutics, Inc.",59922063101,04/15/2022,01/15/2020,$74.00,"$1,214.00"
"Akebia Therapeutics, Inc.",59922063101,04/15/2022,01/18/2021,$66.00,"$1,280.00"
"Akebia Therapeutics, Inc.",59922063101,04/15/2022,01/19/2022,$84.00,"$1,364.00"
"Akebia Therapeutics, Inc.",59922063101,04/15/2022,04/15/2022,$30.00,"$1,394.00"
Almatica,52427065830,03/14/2022,03/14/2022,$140.00,$425.00
Almatica,52427066330,03/14/2022,03/14/2022,$140.00,$425.00
Almatica,52427066730,03/14/2022,03/14/2022,$140.00,$425.00
American Health Packaging,60687019501,02/01/2022,02/01/2022,$11.75,$44.75
American Health Packaging,60687042321,02/01/2022,12/05/2019,$11.25,$65.00
American Health Packaging,60687042321,02/01/2022,02/01/2022,$13.00,$78.00
American Health Packaging,62584081201,02/01/2022,09/29/2017,$46.65,$156.25
American Health Packaging,62584081201,02/01/2022,12/05/2019,$42.50,$198.75
American Health Packaging,62584081201,02/01/2022,02/01/2022,$39.75,$238.50
American Health Packaging,62584081301,02/01/2022,09/29/2017,$64.80,$181.25
American Health Packaging,62584081301,02/01/2022,12/05/2019,$37.48,$218.73
American Health Packaging,62584081301,02/01/2022,02/01/2022,$43.75,$262.48
American Health Packaging,62584081401,02/01/2022,12/05/2019,$64.18,$242.80
American Health Packaging,62584081401,02/01/2022,02/01/2022,$48.56,$291.36
American Health Packaging,68001031356,01/01/2022,05/01/2018,($27.39),$283.89
American Health Packaging,68001031356,01/01/2022,01/01/2022,$27.39,$311.28
American Health Packaging,68001034836,01/01/2022,01/01/2022,$18.54,$55.44
American Health Packaging,68001035937,01/01/2022,01/01/2022,$23.53,$105.60
American Health Packaging,68001044226,01/01/2022,01/01/2022,$36.62,$366.25
American Health Packaging,68001044327,01/01/2022,01/01/2022,$73.25,$732.50
American Health Packaging,68001044432,01/01/2022,01/01/2022,$146.50,"$1,465.00"
American Health Packaging,68001050454,01/01/2022,01/01/2022,$27.39,$311.28
American Regent ,00517037405,02/01/2022,03/01/2019,$138.15,"$1,033.05"
American Regent ,00517037405,02/01/2022,03/30/2020,$156.80,"$1,189.85"
American Regent ,00517037405,02/01/2022,02/01/2022,$112.30,"$1,302.15"
American Regent ,00517074020,02/01/2022,01/01/2020,$48.40,$542.40
American Regent ,00517074020,02/01/2022,09/01/2021,$21.60,$564.00
American Regent ,00517074020,02/01/2022,02/01/2022,$22.60,$586.60
American Regent ,00517231005,02/01/2022,01/01/2021,$70.00,$550.00
American Regent ,00517231005,02/01/2022,02/01/2022,$27.50,$577.50
American Regent ,00517232510,02/01/2022,01/01/2021,$34.71,$272.71
American Regent ,00517232510,02/01/2022,02/01/2022,$13.59,$286.30
American Regent ,00517234010,02/01/2022,01/01/2021,$70.00,$550.00
American Regent ,00517234010,02/01/2022,02/01/2022,$27.50,$577.50
American Regent ,00517234025,02/01/2022,01/01/2021,$175.00,"$1,375.00"
American Regent ,00517234025,02/01/2022,02/01/2022,$68.75,"$1,443.75"
American Regent ,00517250210,02/01/2022,07/01/2019,$16.52,$191.52
American Regent ,00517250210,02/01/2022,03/31/2020,$18.78,$210.30
American Regent ,00517250210,02/01/2022,09/01/2021,$20.60,$230.90
American Regent ,00517250210,02/01/2022,02/01/2022,$9.20,$240.10
Amgen,55513007801,01/26/2022,07/20/2017,$1.31,$46.59
Amgen,55513007801,01/26/2022,01/18/2018,$1.35,$47.94
Amgen,55513007801,01/26/2022,01/17/2019,$1.44,$49.38
Amgen,55513007801,01/26/2022,01/17/2020,$2.42,$51.80
Amgen,55513007801,01/26/2022,01/22/2021,$3.06,$54.86
Amgen,55513007801,01/26/2022,01/26/2022,$3.24,$58.10
Amgen,55513007901,01/26/2022,07/20/2017,$131.30,"$4,658.90"
Amgen,55513007901,01/26/2022,01/18/2018,$135.11,"$4,794.01"
Amgen,55513007901,01/26/2022,01/17/2019,$143.82,"$4,937.83"
Amgen,55513007901,01/26/2022,01/17/2020,$241.95,"$5,179.78"
Amgen,55513007901,01/26/2022,01/22/2021,$305.61,"$5,485.39"
Amgen,55513007901,01/26/2022,01/26/2022,$323.64,"$5,809.03"
Amgen,55513013760,01/26/2022,01/22/2021,$265.79,"$3,857.48"
Amgen,55513013760,01/26/2022,08/18/2021,$92.58,"$3,950.06"
Amgen,55513013760,01/26/2022,01/26/2022,$292.30,"$4,242.36"
Amgen,55513016001,01/26/2022,06/28/2017,$135.10,"$3,599.45"
Amgen,55513016001,01/26/2022,01/18/2018,$107.98,"$3,707.43"
Amgen,55513016001,01/26/2022,01/17/2019,$111.22,"$3,818.65"
Amgen,55513016001,01/26/2022,01/17/2020,$187.11,"$4,005.76"
Amgen,55513016001,01/26/2022,01/22/2021,$236.34,"$4,242.10"
Amgen,55513016001,01/26/2022,01/26/2022,$250.28,"$4,492.38"
Amgen,55513022101,01/26/2022,07/20/2017,$66.16,"$1,720.16"
Amgen,55513022101,01/26/2022,01/18/2018,$84.29,"$1,804.45"
Amgen,55513022101,01/26/2022,01/17/2019,$54.13,"$1,858.58"
Amgen,55513022101,01/26/2022,01/17/2020,$91.07,"$1,949.65"
Amgen,55513022101,01/26/2022,01/22/2021,$115.03,"$2,064.68"
Amgen,55513022101,01/26/2022,01/26/2022,$121.82,"$2,186.50"
Amgen,55513022201,01/26/2022,07/20/2017,$132.32,"$3,440.32"
Amgen,55513022201,01/26/2022,01/18/2018,$168.58,"$3,608.90"
Amgen,55513022201,01/26/2022,01/17/2019,$108.26,"$3,717.16"
Amgen,55513022201,01/26/2022,01/17/2020,$182.14,"$3,899.30"
Amgen,55513022201,01/26/2022,01/22/2021,$230.06,"$4,129.36"
Amgen,55513022201,01/26/2022,01/26/2022,$243.63,"$4,372.99"
Amgen,55513022301,01/26/2022,01/17/2020,$45.54,$974.83
Amgen,55513022301,01/26/2022,01/22/2021,$57.52,"$1,032.35"
Amgen,55513022301,01/26/2022,01/26/2022,$60.91,"$1,093.26"
Amgen,55513036955,01/26/2022,01/22/2021,$265.79,"$3,857.48"
Amgen,55513036955,01/26/2022,08/18/2021,$92.58,"$3,950.06"
Amgen,55513036955,01/26/2022,01/26/2022,$292.30,"$4,242.36"
Amgen,55513071001,01/26/2022,07/20/2017,$50.65,"$1,128.20"
Amgen,55513071001,01/26/2022,01/18/2018,$55.35,"$1,183.55"
Amgen,55513071001,01/26/2022,01/17/2019,$35.51,"$1,219.06"
Amgen,55513071001,01/26/2022,01/17/2020,$59.73,"$1,278.79"
Amgen,55513071001,01/26/2022,01/22/2021,$75.45,"$1,354.24"
Amgen,55513071001,01/26/2022,01/26/2022,$79.90,"$1,434.14"
Amgen,55513080060,01/26/2022,04/19/2017,$23.93,$429.53
Amgen,55513080060,01/26/2022,01/17/2019,$12.89,$442.42
Amgen,55513080060,01/26/2022,01/17/2020,$21.68,$464.10
Amgen,55513080060,01/26/2022,01/22/2021,$27.39,$491.49
Amgen,55513080060,01/26/2022,01/26/2022,$29.00,$520.49
Amgen,55513081060,01/26/2022,04/19/2017,$23.93,$429.53
Amgen,55513081060,01/26/2022,01/17/2019,$12.89,$442.42
Amgen,55513081060,01/26/2022,01/17/2020,$21.68,$464.10
Amgen,55513081060,01/26/2022,01/22/2021,$27.39,$491.49
Amgen,55513081060,01/26/2022,01/26/2022,$29.00,$520.49
Amgen,55513081328,01/26/2022,01/17/2020,$10.12,$216.58
Amgen,55513081328,01/26/2022,01/22/2021,$12.78,$229.36
Amgen,55513081328,01/26/2022,01/26/2022,$13.53,$242.89
Amgen,55513084101,01/26/2022,01/17/2020,$28.18,$603.18
Amgen,55513084101,01/26/2022,01/22/2021,$35.59,$638.77
Amgen,55513084101,01/26/2022,01/26/2022,$37.69,$676.46
Amgen,55513084301,01/26/2022,01/17/2020,$28.18,$603.18
Amgen,55513084301,01/26/2022,01/22/2021,$35.59,$638.77
