HCAI ID,Manufacturer Name,Date Reported,NDC Number,Drug Product Description,WAC Effective Date,WAC Increase Amount,WAC After Increase,Patent Expiration Date,Drug Source Type,Unit Sales Volume in US,Unit Sales Volume Non-Public Indicator,Cost Increase Factors,Cost Increase Factors Non-Public Indicator,Change Improvement Description,Change Improvement Non-Public Indicator,Acquisition Date,Company Acquired From,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,WAC at Acquisition,WAC Year Prior to Acquisition,Year Drug Introduced to Market,WAC at Intro to Market,Supporting Documents,General Comments
Rx0000077,AbbVie,03/31/2021,00074024302,"(adalimumab) HUMIRA PFS, 40MG/0.4ML, 2 SYRINGES",01/01/2021,411.21,5968.18,11/14/2034,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074433906,"(adalimumab) HUMIRA, CROHN'S, 40MG/0.8 ML (6 PENS)",01/01/2021,1233.65,17904.62,11/14/2034,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074433907,"(adalimumab) HUMIRA, PSORIASIS, 40MG/0.8ML (4 PENS)",01/01/2021,822.44,11936.40,11/14/2034,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074634702,"(adalimumab) Humira, Single Dose Syringe, 10 mg/0.2mL",01/01/2021,411.21,5968.18,11/14/2034,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074347303,(leuprolide acetate) LUPRON 45MG 6MTH,01/01/2021,619.12,10604.85,02/05/2031,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074244003,"(leuprolide acetate) Lupron Depot Ped, 15 mg PDS Kit",01/01/2021,208.29,3567.80,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074377903,"(leuprolide acetate) LUPRON DEPOT PED, 3month, 11.25mg",01/01/2021,567.34,9718.03,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074969403,"(leuprolide acetate) LUPRON DEPOT PED, 3month, 30mg",01/01/2021,624.87,10703.43,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074210803,"(leuprolide acetate) Lupron Depot Ped, 7.5 mg PDS Kit",01/01/2021,104.17,1784.28,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074366303,"(leuprolide acetate) Lupron Depot, 3 Month 11.25 mg PDS Kit",01/01/2021,259.77,4449.61,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074334603,"(leuprolide acetate) Lupron Depot, 3 Month 22.5 mg PDS Kit",01/01/2021,309.55,5302.34,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074364103,"(leuprolide acetate) Lupron Depot, 3.75 mg PDS Kit",01/01/2021,86.59,1483.19,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074368303,"(leuprolide acetate) Lupron Depot, 4 Month 30 mg PDS Kit",01/01/2021,412.74,7069.80,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074364203,"(leuprolide acetate) Lupron Depot, 7.5 mg PDS Kit",01/01/2021,103.18,1767.45,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074228203,(leuprolide acetate) Lupron Depot-Ped 11.25 mg PDS Kit,01/01/2021,189.11,3239.33,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074105305,(leuprolide acetate/norethindrone acetate) Lupaneta 11.25 mg (3 Month) Kit,01/01/2021,259.77,4449.61,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00074105205,"(leuprolide acetate/norethindrone acetate) Lupaneta, 3.75 mg (1 Month) Kit",01/01/2021,86.59,1483.19,,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032121201,(lipase/protease/amylase) CREON 12000USP DELAYED-RELEASE 100CAP,01/01/2021,20.71,354.73,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032121207,(lipase/protease/amylase) CREON 12000USP DELAYED-RELEASE 250CAP,01/01/2021,51.78,886.81,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032122401,(lipase/protease/amylase) CREON 24000USP DELAYED-RELEASE 100CAP,01/01/2021,41.05,703.13,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032122407,(lipase/protease/amylase) CREON 24000USP DELAYED-RELEASE 250CAP,01/01/2021,100.96,1729.52,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032120370,(lipase/protease/amylase) CREON 3000USP DELAYED-RELEASE 70CAP,01/01/2021,6.13,104.93,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032301613,(lipase/protease/amylase) CREON 36000USP DELAYED-RELEASE 100CAP,01/01/2021,62.33,1067.62,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032301628,(lipase/protease/amylase) CREON 36000USP DELAYED-RELEASE 250CAP,01/01/2021,155.80,2668.74,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032120601,(lipase/protease/amylase) CREON 6000USP DELAYED-RELEASE 100CAP,01/01/2021,10.37,177.47,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000077,AbbVie,03/31/2021,00032120607,(lipase/protease/amylase) CREON 6000USP DELAYED-RELEASE 250CAP,01/01/2021,25.91,443.71,02/07/2030,Single Source Drug,,1,"AbbVie's pricing decisions regarding the WAC price of a medication are determined after careful consideration of a number of interdependent factors, including a) the clinical and economic value of the particular therapy  b) the therapeutic category, its market dynamics, and competitor pricing; c) discounts provided to customers in both the commercial and government channels; d) patient support provided by AbbVie to ensure patient access to life-saving and life-changing medications; e) overall research and development costs.",,NA,,,,,,,,,,,,
Rx0000018,ACADIA Pharmaceuticals Inc.,09/30/2021,63090010030,"NUPLAZID, 10mg, Oral Tablet, 30 tablets",07/10/2021,342.00,3980.00,03/23/2037,Single Source Drug,,1,,1,,1,,,,,,,,,,,"The information contained in this report is subject to the following limitations and assumptions:. (1) Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which ACADIA  believes is otherwise in the public domain or publicly available.   (2) For  the latest the latest patent expiration, please refer to  Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”).  (3) This drug was developed by ACADIA  , therefore the following fields related to drug acquisition have been left blank:  ACQUISITION_DATE, ACQUIRED_FROM_COMPANY, ACQUISITION_PRICE, ACQUISITION_PRICE_NONPUBLIC, ACQUISITION_PRICE_COMMENT, WAC_AT_ACQUISITION, YEAR_INTRODUCED, WAC_AT_INTRODUCTION."
Rx0000018,ACADIA Pharmaceuticals Inc.,09/30/2021,63090034030,"NUPLAZID, 34 mg, Oral Capsule, 30 capsules",07/10/2021,342.00,3980.00,08/27/2038,Single Source Drug,,1,,1,,1,,,,,,,,,,,"The information contained in this report is subject to the following limitations and assumptions:. (1) Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which ACADIA  believes is otherwise in the public domain or publicly available.   (2) For  the latest the latest patent expiration, please refer to  Approved Drug Products with Therapeutic Equivalence Evaluations (the “Orange Book”).  (3) This drug was developed by ACADIA  , therefore the following fields related to drug acquisition have been left blank:  ACQUISITION_DATE, ACQUIRED_FROM_COMPANY, ACQUISITION_PRICE, ACQUISITION_PRICE_NONPUBLIC, ACQUISITION_PRICE_COMMENT, WAC_AT_ACQUISITION, YEAR_INTRODUCED, WAC_AT_INTRODUCTION."
Rx0000278,"Acella Pharamceuticals, LLC",09/30/2021,42192060840,Gabapentin 300mg/ 6ml Unit dose Lq 40ct,07/01/2021,40.00,125.00,,Non-innovator Multiple Source Drug,,1,,1,,1,,,,,,,,,,,Columns 14 - 22 were left blank because this product was not acquired from another manufacturer in the last five years.
Rx0000021,"Acorda Therapeutics, Inc.",03/31/2021,10144042760,AMPYRA (dalfampridine) Extended Release Tablets 10mg 60 Tablet Bottles,01/01/2021,278.75,3212.89,,Innovator Multiple Source Drug,,1,AMPYRA® is the company’s primary source of revenue while working to make this product and its Parkinson’s product available to patients,,"AMPYRA® has not been reformulated, but is the company’s primary source of revenue while working to make this product and its Parkinson’s product available to patients",,,,,,,,,,,,There are no patents listed in the Orange book for Ampyra. Ampyra became subject to competition from generic versions of Ampyra starting in late 2018 as a result of an adverse U.S. federal district court ruling that invalidated certain Ampyra Orange book-listed patents.
Rx0000251,"Actelion Pharmaceuticals US, Inc",03/31/2021,66215050115,OPSUMIT® (macitentan) Strength: 10 mg Package Size:15 Form: Tablet,01/15/2021,242.10,5285.85,04/18/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2021."
Rx0000251,"Actelion Pharmaceuticals US, Inc",03/31/2021,66215050130,OPSUMIT® (macitentan) Strength: 10 mg Package Size:30 Form: Tablet,01/15/2021,484.21,10571.70,04/18/2029,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2021."
Rx0000251,"Actelion Pharmaceuticals US, Inc",03/31/2021,66215061006,UPTRAVI® (selexipag) Strength:1000 mcg Package Size:60 Form:Tablet,01/15/2021,881.08,19236.90,12/01/2036,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2021."
Rx0000251,"Actelion Pharmaceuticals US, Inc",03/31/2021,66215061206,UPTRAVI® (selexipag) Strength:1200 mcg Package Size:60 Form:Tablet,01/15/2021,881.08,19236.90,12/01/2036,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2021."
Rx0000251,"Actelion Pharmaceuticals US, Inc",03/31/2021,66215061406,UPTRAVI® (selexipag) Strength:1400 mcg Package Size:60 Form:Tablet,01/15/2021,881.08,19236.90,12/01/2036,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2021."
Rx0000251,"Actelion Pharmaceuticals US, Inc",03/31/2021,66215061606,UPTRAVI® (selexipag) Strength:1600 mcg Package Size:60 Form:Tablet,01/15/2021,881.08,19236.90,12/01/2036,Single Source Drug,,1,"Many factors contribute to price increases.  After we receive FDA approval, we continue to conduct research on our medicines, including studies to understand how the medicine works in real-world setting.  We continue to monitor for safety and to secure regulatory approval for new indications, dosages, or improved product formulations - investments that enhance the value of our medicines for patients and society.  Additional regulatory requirements, upgrading or building new manufacturing facilities, an increase in the cost of goods sold, and other market dynamics also play a role.  And finally, we must continue to generate returns to invest in R&D.",,Not Applicable,,,,,,,,,,,,"Consistent with the relevant statutes and regulations, all information contained in this report is limited to that which Johnson & Johnson believes is otherwise in the public domain or publicly available.  The patent expiration date provided is the latest projected patent expiration date for patents listed in Orange Book as of March 31, 2021."
